ui,group,PM_self_k,PM_other_k,PM_self_beta,PM_other_beta,other-self_k,self_choice,other_choice
323,2,0.046914778697992,0.090336886905629,1.26323892835236,1.55406095401797,0.043422108207637,0.849315068493151,0.733333333333333
325,2,0.119552805143898,0.124305460649261,1.27614832476789,0.815981458176035,0.00475265550536301,0.581081081081081,0.52
326,2,0.165113908898717,0.329148058823239,0.989557435185643,0.265174780371396,0.164034149924523,0.520547945205479,0.333333333333333
327,2,0.0786380402907912,0.154251501672698,1.29367474277198,0.763538328795947,0.0756134613819066,0.733333333333333,0.493333333333333
328,2,0.097413441159419,0.127301254171362,1.87427176526874,2.19615874597521,0.029887813011943,0.72,0.616438356164384
329,2,0.0137129254260393,0.281729355096168,2.01665310830759,0.0950907314005764,0.268016429670129,0.986301369863014,0.357142857142857
406,2,0.0527080487639176,0.117124465757667,2.14368281906375,1.56273706697104,0.0644164169937494,0.893333333333333,0.64
418,2,0.0196675676499188,0.018563859307098,3.22073851748083,1.54183866817915,-0.00110370834282085,0.986301369863014,0.972602739726027
419,2,0.0278512642755212,0.0691046951113212,0.268499041393318,0.173901898882432,0.0412534308358,0.704225352112676,0.596774193548387
401,3,0.0275525275357699,0.0324865176935696,2.97639409153239,3.29663454529198,0.00493399015779978,0.959459459459459,0.958904109589041
402,3,0.106593779701446,0.115932792279879,1.37356680229383,1.14219817415534,0.00933901257843267,0.76,0.733333333333333
403,3,0.0777407824838126,0.187473769061516,1.60428415449592,0.576899315823779,0.109732986577704,0.8,0.486486486486487
404,3,0.0634562993869602,0.146819131251398,2.50323465428709,0.994423112418719,0.0833628318644378,0.84,0.554054054054054
407,3,0.0627740909071645,0.0956568082703336,2.7316848437451,2.8247318145265,0.0328827173631691,0.826666666666667,0.746666666666667
408,3,0.0159431825877216,0.0705894331626815,1.46055282103101,0.191844719650501,0.0546462505749599,0.946666666666667,0.581081081081081
409,3,0.0800543558755373,0.073397850836357,0.631112828232617,0.626446533567033,-0.00665650503918035,0.608108108108108,0.661971830985915
410,3,0.062910733218156,0.116534639075132,1.83985548893123,0.869793776445777,0.0536239058569762,0.84,0.68
411,3,0.0138916267624577,0.0154784358240766,3.29910790326586,2.00675794483768,0.0015868090616189,1,0.986666666666667
412,3,0.0175651558118568,0.10518063493012,0.78551628146435,0.196603873238709,0.0876154791182633,0.893333333333333,0.571428571428571
413,3,0.0466283375580937,0.0515185489466806,2.23315976068614,2.09712725343574,0.00489021138858685,0.876712328767123,0.851351351351351
414,3,0.0633425934586961,0.0768172235962465,2.23710903255516,2.56248003884839,0.0134746301375505,0.840579710144927,0.803030303030303
416,3,0.0428223238533639,0.0683570977327682,2.94552917179433,1.15653858962629,0.0255347738794043,0.906666666666667,0.8
417,3,0.0567485588392482,0.0429178605230385,0.358229378820807,0.483657751030132,-0.0138306983162097,0.652173913043478,0.807692307692308
420,3,0.0141118235476015,0.0197871599401692,3.29499079427673,1.00521102877475,0.0056753363925677,1,0.878378378378378
405,4,0.0259585562049248,0.0181588172793329,0.906638844362794,1.04303577354344,-0.00779973892559187,0.938775510204082,0.959183673469388
302,4,0.0431071898891983,0.0507271132561115,1.62075706382004,1.85798251728794,0.00761992336691322,0.826666666666667,0.826666666666667
305,4,0.074790128206761,0.0809814656356484,2.13442404203044,2.87591727370663,0.0061913374288874,0.8,0.773333333333333
311,4,0.332423211596957,0.335918365072224,0.218466047138472,0.214124724073569,0.00349515347526658,0.272727272727273,0.298507462686567
324,4,0.127441366542089,0.135116355465899,1.70380751131096,1.12726873905115,0.00767498892380969,0.573333333333333,0.533333333333333
